Last Name,Title,First Name,FALSE,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,Role,Ticket,LifeBoat,Relationships,Child,BodyRecoverBoad
Pfropper,Mr.,Richard Paul Jozef,FALSE,male,30,victualling crew,S,Germany,NA,NA,NA,NA,yes,,,9,Unmarried,,
Phillimore,Mr.,Harold Charles William,FALSE,male,23,victualling crew,B,England,NA,NA,NA,NA,yes,,,14,Unmarried,,
Phillips,Miss.,Alice Frances Louisa,FALSE,female,21,2nd,S,England,2,21,0,1,yes,,,12,,,
Phillips,Miss.,Kate Florence,FALSE,female,19,2nd,S,England,250655,26,0,0,yes,,,,Unmarried,,
Phillips,Mr.,Escott Robert,FALSE,male,43,2nd,S,England,2,21,0,1,no,,,,Widowed,,
Phillips,Mr.,John George,FALSE,male,25,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Phillips,Mr.,Walter John,FALSE,male,35,restaurant staff,S,England,NA,NA,NA,NA,no,,,,Married,,
Piatti,Mr.,Louis,TRUE,male,,,,,,,,,,,,,Unmarried,,
Piazza,Mr.,Pompeo Gaspro,TRUE,male,,,,,,,,,,,,,Married,,Cable Ship MacKay Bennett
Picard,Mr.,Benoît,FALSE,male,33,3rd,S,Poland,392078,8.01,0,0,yes,,,9,Unmarried,,
Pidgeon,Mr.,William,TRUE,male,,,,,,,,,,,,,Married,,
Pinsky,Mrs.,Rosa,FALSE,female,32,2nd,S,Poland,234604,13,0,0,yes,,,9,Unmarried,,
Pitfield,Mr.,William James,FALSE,male,25,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Pitman,Mr.,Herbert John,FALSE,male,34,deck crew,B,England,NA,NA,NA,NA,yes,,,5,Married,,
Platt,Mr.,Wilfred George,FALSE,male,18,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Plotcharsky,Mr.,Vasil,FALSE,male,27,3rd,S,NA,349227,7.1711,0,0,no,,,,,,
Podesta,Mr.,Alfred John Alexander,FALSE,male,24,engineering crew,S,England,NA,NA,NA,NA,yes,,,D,Engaged,,
Poggi,Mr.,Emilio,TRUE,male,,,,,,,,,,,,,Unmarried,,Cable Ship MacKay Bennett
Poingdestre,Mr.,John Thomas,FALSE,male,33,deck crew,S,Channel Islands,NA,NA,NA,NA,yes,,,12,Married,,
Pokrnic (Pocrnić),Mr.,Mate,FALSE,male,17,3rd,S,Croatia,315095,8.1303,0,0,no,,,,Unmarried,,
Pokrnic (Pocrnić),Mr.,Tome,FALSE,male,24,3rd,S,Croatia,315092,8.1303,0,0,no,,,,Married,,
Pond,Mr.,George,FALSE,male,33,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Ponesell,Mr.,Martin,FALSE,male,24,2nd,S,England,250647,13,0,0,no,,,,,,
Pook,Mr.,Percy Robert,FALSE,male,36,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Port,Mr.,Frank,FALSE,male,22,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Portaluppi,Mr.,Emilio Ilario Giuseppe,FALSE,male,30,2nd,C,United States,34644,12.1409,0,0,yes,,,,,,
Porter,Mr.,Walter Chamberlain,FALSE,male,46,1st,S,United States,110465,52,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Porteus,Mr.,Thomas Henry,FALSE,male,34,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Potter,Mrs.,Lily Alexenia,FALSE,female,56,1st,C,United States,11767,83.0302,0,1,yes,,,7,Widowed,,
Prangnell,Mr.,George Alexander,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,yes,,,B,Married,,
Prentice,Mr.,Frank Winnold,FALSE,male,23,victualling crew,S,England,NA,NA,NA,NA,yes,,,4,Unmarried,,
Preston,Mr.,Thomas Charles Alfred,FALSE,male,20,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Price,Mr.,Ernest Cyril,FALSE,male,17,restaurant staff,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Prichard,Mrs.,Alice,TRUE,female,,,,,,,,,,,,,Married,,
Prideaux,Mr.,John Arthur (Jack),FALSE,male,23,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Priest,Mr.,Arthur John,FALSE,male,24,engineering crew,S,England,NA,NA,NA,NA,yes,,,15,Unmarried,,
Prior,Mr.,Harold John Arnold,FALSE,male,21,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Proctor,Mr.,Charles,FALSE,male,46,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Proudfoot,Mr.,Richard Royston,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Pryce,Mr.,Charles William,FALSE,male,23,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Pugh,Mr.,Alfred,FALSE,male,20,victualling crew,S,England,NA,NA,NA,NA,yes,,,14,Unmarried,,
Pulbaum,Mr.,Franz,FALSE,male,27,2nd,C,United States,2168,15,0,0,no,,,,,,
Pulner,Mr.,Uscher,FALSE,male,16,3rd,C,NA,3411,8.1403,0,0,no,,,,Unmarried,,
Pusey,Mr.,William Robert Holland,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,1,Married,,
Puzey,Mr.,John Edward,FALSE,male,44,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Quick,Miss.,Phyllis May,FALSE,female,2,2nd,S,NA,26360,26,1,1,yes,,,,,,
Quick,Miss.,Winifred Vera,FALSE,female,8,2nd,S,NA,26360,26,1,1,yes,,,,,,
Quick,Mrs.,Jane,FALSE,female,33,2nd,S,NA,26360,26,0,2,yes,,,,Married,,
Radeff,Mr.,Alexander,FALSE,male,27,3rd,S,NA,349223,7.1711,0,0,no,,,,,,
Rafūl-būlus,Mr.,Bākhūs,FALSE,male,21,3rd,C,Lebanon,2679,7.0406,0,0,no,,,,Married,,
Randall,Mr.,Frank Henry,FALSE,male,29,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ranger,Mr.,Thomas,FALSE,male,29,engineering crew,S,England,NA,NA,NA,NA,yes,,,4,Married,,
Ransom,Mr.,James,TRUE,male,,,,,,,,,,,,,Married,,
Rasmussen,Mrs.,Lena Jakobsen,FALSE,female,63,3rd,S,Norway,65305,8.0203,0,0,no,,,,,,
Rattenbury,Mr.,William Henry,FALSE,male,38,victualling crew,B,Channel Islands,NA,NA,NA,NA,no,,,,Married,,
Ratti,Mr.,Enrico,TRUE,male,,,,,,,,,,,,,Unmarried,,
Ray,Mr.,Frederick Dent,FALSE,male,32,victualling crew,B,England,NA,NA,NA,NA,yes,,,13,Married,,
Razi,Mr.,Raihed,FALSE,male,30,3rd,C,Lebanon,2629,7.0407,0,0,no,,,,,,
Read,Mr.,Joseph,FALSE,male,20,engineering crew,S,England,NA,NA,NA,NA,no,,,,,,
Reed,Mr.,James George,FALSE,male,18,3rd,S,Wales,362316,7.05,0,0,no,,,,Unmarried,,
Reed,Mr.,Thomas Charles Prowse,FALSE,male,55,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Reeves,Mr.,David,FALSE,male,36,2nd,S,England,17248,10.1,0,0,no,,,,Widowed,,
Reeves,Mr.,Frederick Simms,FALSE,male,34,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Reid,Mr.,Robert Thomas,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Rekic (Rekić),Mr.,Tido (Ejdo),FALSE,male,38,3rd,S,Bosnia,349249,7.1711,0,0,no,,,,Married,,
Renouf,Mrs.,Lillian,FALSE,female,30,2nd,S,Channel Islands,31027,21,3,0,yes,,,12,Married,,
Renouf,Mr.,Peter Henry,FALSE,male,33,2nd,S,Channel Islands,31027,21,1,0,no,,,,Married,,
Rentowl,Mr.,Philip Charles Thomas,TRUE,male,,,,,,,,,,,,,Unmarried,,
Reuchlin,Mr.,Jonkheer Johan George,FALSE,male,37,1st,C,Netherlands,19972,NA,0,0,no,,,,,,
Revell,Mr.,William James Francis,FALSE,male,31,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Reynalds (Reynaldo),Sra.,Encarnación,FALSE,female,29,2nd,S,Spain,230434,13,0,0,yes,,,,Widowed,,
Reynolds,Mr.,Harold,FALSE,male,21,3rd,S,England,342684,8.01,0,0,no,3rd Class Passenger,"342684
£8 1s",[327],Unmarried,,SS Montmagny.
Rheims,Mr.,George Alexander Lucien,FALSE,male,33,1st,C,United States,17607,39.12,0,0,yes,1st Class Passenger,"17607
£39 12s",A,Married,,
Ricaldone,Mr.,Rinaldo Renato,TRUE,male,,,,,,,,,,,,,Unmarried,,
Rice,Mr.,Charles John,TRUE,male,,,,,,,,,,,,10,,,
Rice,Master.,Albert,FALSE,male,10,3rd,Q,Ireland,382652,29.0206,4,1,no,,,,,Child,
Rice,Master.,Eric,FALSE,male,7,3rd,Q,Ireland,382652,29.0206,4,1,no,,,,,Child,
Rice,Master.,Francis,TRUE,,,,,,,,,,,,,,,Child,
Rice,Master.,George,TRUE,,,,,,,,,,,,,,,Child,
Rice,Mr.,John Reginald,FALSE,male,25,victualling crew,S,England,NA,NA,NA,NA,no,,,,Engaged,,Cable Ship MacKay Bennett
Rice,Mr.,Percy,FALSE,male,19,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Rice,Mrs.,Margaret,FALSE,female,39,3rd,Q,Ireland,382652,29.0206,0,5,no,,,,Widowed,,Cable Ship MacKay Bennett
Richard,Mr.,Emile Phillippe,FALSE,male,23,2nd,C,NA,2133,15,0,0,no,,,,,,
Richards,Master.,Sibley George,FALSE,male,0.75,2nd,S,England,29106,18.15,1,1,yes,,,,,,
Richards,Master.,William Rowe,FALSE,male,3,2nd,S,England,29106,18.15,1,1,yes,,,,,,
Richards,Mr.,Joseph James,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Richards,Mrs.,Emily,FALSE,female,24,2nd,S,England,29106,18.15,2,3,yes,,,,,,
Rickman,Mr.,George Albert Dolman,TRUE,male,,,,,,,,,,,,,Married,,
Ricks,Mr.,Cyril Gordon,FALSE,male,22,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Ridout,Mr.,Walter George,FALSE,male,30,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Ridsdale,Miss.,Lucy,FALSE,female,58,2nd,S,England,14258,10.1,0,0,yes,,,,Unmarried,,
Righini,Mr.,Sante,FALSE,male,22,1st,C,NA,17760,135.1208,0,0,no,Servant,,,Unmarried,,Cable Ship MacKay Bennett
Rigozzi,Mr.,Abele,TRUE,male,,,,,,,,,,,,,Unmarried,,Cable Ship MacKay Bennett
Riihivuori,Miss.,Susanna Juhantytär,FALSE,female,22,3rd,S,Finland,3101295,39.1309,0,0,no,,,,,,
Rimmer,Mr.,Gilbert,FALSE,male,29,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Rintamäki,Mr.,Matti,FALSE,male,35,3rd,S,Finland,3101273,7.0206,0,0,no,,,,Married,,
Riordan,Miss.,Hannah,FALSE,female,22,3rd,Q,Ireland,334915,7.1405,0,0,yes,,,,Unmarried,,
Risien,Mr.,Samuel Beard,FALSE,male,69,3rd,S,England,364498,14.1,0,0,no,,,,Married,,
Risien,Mrs.,Emma Jane,FALSE,female,64,3rd,S,England,364498,14.1,0,0,no,,,,Married,,
Robert,Mrs.,Elisabeth Walton,FALSE,female,43,1st,S,United States,24160,211.0609,0,1,yes,,,2,,,
Roberton,Mr.,George Edward,FALSE,male,19,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Roberts,Mr.,Frank John,FALSE,male,37,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Roberts,Mr.,Hugh H.,FALSE,male,40,victualling crew,B,Wales,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Roberts,Mr.,Robert George,FALSE,male,35,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Roberts,Mrs.,Mary Kezia,FALSE,female,41,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Robins,Mr.,Alexander,FALSE,male,,,,,,,,,,,,,,,Cable Ship MacKay Bennett
Robins,Mr.,Victor,FALSE,male,45,1st,C,England,17757,247.1006,0,0,no,Servant,,,Married,,
Robins,Mrs.,Charity,FALSE,female,48,3rd,S,England,3337,14.1,1,0,no,,,,Married,,Cable Ship MacKay Bennett
Robinson,Mr.,James William,FALSE,male,30,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Robinson,Mrs.,Annie,FALSE,female,41,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Roebling,Mr.,Washington Augustus II,FALSE,male,31,1st,S,United States,17590,50.0911,0,0,no,,,,,,
Rogers,Mr.,Edward James William,FALSE,male,31,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Rogers,Mr.,Michael Joseph,TRUE,male,,,,,,,,,,,,,Engaged,,
Rogers,Mr.,Reginald Harry,FALSE,male,18,2nd,S,England,28004,10.1,0,0,no,,,,Unmarried,,
Rogers,Mr.,William John,FALSE,male,30,3rd,S,Wales,23567,8.01,0,0,no,,,,Married,,
Romaine,Mr.,Charles Hallace,FALSE,male,45,1st,S,United States,111428,26.11,0,0,yes,,,,Married,,
Rommetvedt,Mr.,Knud Paust,FALSE,male,49,3rd,S,Norway,312993,7.1506,0,0,no,,,,Married,,
Rondberg,Mr.,Edvard Larsson,TRUE,male,,,,,,,,,,,,,Engaged,,
Rood,Mr.,Hugh Roscoe,FALSE,male,39,1st,S,United States,113767,50,0,0,no,,,,Married,,
Rosblom,Miss.,Salli Helena,FALSE,female,2,3rd,S,Finland,370129,20.0403,1,1,no,,,,,Child,
Rosblom,Mr.,Viktor Richard,FALSE,male,18,3rd,S,Finland,370129,20.0403,1,1,no,,,,,,
Rosblom,Mrs.,Helena Wilhelmina,FALSE,female,41,3rd,S,Finland,370129,20.0403,0,2,no,,,,Married,,
Rosenbaum,Miss.,Edith Louise,FALSE,female,33,1st,C,France,17613,27.1405,0,0,yes,,,,Unmarried,,
Rosenshine,Mr.,George,FALSE,male,46,1st,C,United States,17585,79,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Ross,Mr.,Horace Leopold,FALSE,male,36,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Ross,Mr.,John Hugo,FALSE,male,36,1st,S,Canada,13049,40.0206,0,0,no,,,,,,
Roth,Miss.,Sarah,FALSE,female,26,3rd,S,Austria,342712,8.01,0,0,yes,3rd Class Passenger,"342712
£8 1s",C,Engaged,,
Rothes,Lucy.,Noël Martha,FALSE,female,33,1st,S,England,110152,86.1,0,0,yes,,,8,Married,,
Rothschild,Mrs.,Elizabeth Jane Anne,FALSE,female,54,1st,C,United States,17603,59.08,1,0,yes,,,6,Married,,
Rothschild,Mr.,Martin,FALSE,male,46,1st,C,United States,17603,59.08,1,0,no,,,,Married,,
Rotta,Mr.,Angelo Mario,TRUE,male,,,,,,,,,,,,,Unmarried,,
Rous,Mr.,Arthur John,FALSE,male,26,engineering crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Rouse,Mr.,Richard Henry,FALSE,male,55,3rd,S,England,3594,8.01,0,0,no,,,,Married,,
Rousseau,Mr.,Pierre,FALSE,male,49,restaurant staff,S,England,NA,NA,NA,NA,no,,,,Married,,
Rowe,Mr.,George Thomas,FALSE,male,31,deck crew,B,England,NA,NA,NA,NA,yes,Deck Crew,,C,Unmarried,,
Rowe,Mr.,Alfred G.,FALSE,male,59,1st,S,Peru,113790,26.11,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Rowe,Mr.,Edgar Maurice,FALSE,male,31,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Rudd,Mr.,Henry,FALSE,male,24,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Rugg,Miss.,Emily,FALSE,female,22,2nd,S,Channel Islands,31026,10.1,0,0,yes,,,12,,,
Rule,Mr.,Samuel James,FALSE,male,58,victualling crew,B,England,NA,NA,NA,NA,yes,,,15,Married,,
Rush,Mr.,Alfred George John,FALSE,male,17,3rd,S,England,20589,8.01,0,0,no,,,,,,
Russell,Mr.,Boysie Richard,FALSE,male,17,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Rutter,Mr.,Sidney Frank,FALSE,male,27,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Ryan,Mr.,Edward,FALSE,male,24,3rd,Q,Ireland,383162,7.15,0,0,yes,,,,Unmarried,,
Ryan,Mr.,Patrick,FALSE,male,30,3rd,Q,Ireland,371110,24.03,0,0,no,,,,Unmarried,,
Ryan,Mr.,Thomas,FALSE,male,28,victualling crew,S,Channel Islands,NA,NA,NA,NA,no,,,,Married,,
Ryerson,Mrs.,Emily Maria,FALSE,female,48,1st,C,United States,17608,262.0706,1,3,yes,,,4,Married,,
Ryerson,Mr.,William Edwy,FALSE,male,33,victualling crew,S,Canada,NA,NA,NA,NA,yes,,,9,Married,,
Ryerson,Master.,John Borie,FALSE,male,13,1st,C,United States,17608,262.0706,2,2,yes,,,,,,
Ryerson,Miss.,Susan Parker,TRUE,female,,,,,,,,,,,,,Unmarried,,
Ryerson,Mr.,Arthur Larned,FALSE,male,61,1st,C,United States,17608,262.0706,1,3,no,,,,Married,,
Saad,Mr.,Amin,FALSE,male,30,3rd,C,Lebanon,2671,7.0407,0,0,no,,,,,,
Saad,Mr.,Khalil,FALSE,male,27,3rd,C,Lebanon,2672,7.0406,0,0,no,,,,,,
Saalfeld,Mr.,Adolphe,FALSE,male,47,1st,S,England,19988,30.1,0,0,yes,,,,Married,,
Saccaggi,Mr.,Giovanni Giuseppe Emilio,TRUE,male,,,,,,,,,,,,,Married,,
Sadlier,Mr.,Matthew,FALSE,male,19,3rd,Q,Ireland,367655,7.1407,0,0,no,,,,Unmarried,,
Sadowitz,Mr.,Henry,FALSE,male,17,3rd,S,England,1855,7.111,0,0,no,,,,Unmarried,,
Sæther,Mr.,Simon Sivertsen,FALSE,male,43,3rd,S,Norway,3101262,7.05,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Sage,Master.,Anthony William,FALSE,male,13,3rd,S,England,2343,69.11,8,2,no,,,,,Child,Cable Ship MacKay Bennett
Sage,Master.,Thomas Henry,FALSE,male,5,3rd,S,England,2343,69.11,8,2,no,,,,,Child,
Sage,Miss.,Constance Gladys,FALSE,female,8,3rd,S,England,2343,69.11,8,2,no,,,,,Child,
Sage,Miss.,Dorothy Florence,TRUE,female,,,,,,,,,,,,,,Child,
Sage,Miss.,Elizabeth Ada,FALSE,female,10,3rd,S,England,2343,69.11,8,2,no,,,,,Child,
Sage,Miss.,Stella Anne,FALSE,female,21,3rd,S,England,2343,69.11,8,2,no,,,,Unmarried,,
Sage,Mr.,Frederick,FALSE,male,17,3rd,S,England,2343,69.11,8,2,no,,,,Unmarried,,
Sage,Mr.,George John,FALSE,male,20,3rd,S,England,2343,69.11,8,2,no,,,,Engaged,,
Sage,Mr.,John George,FALSE,male,45,3rd,S,England,2343,69.11,1,9,no,,,,Married,,
Sägesser,Mlle.,Emma,FALSE,female,24,1st,C,NA,17477,69.06,0,0,yes,Servant,,9,,,
Salander,Mr.,Karl Johan,FALSE,male,24,3rd,S,Sweden,7266,9.0606,0,0,no,,,,,,
Salkjelsvik,Miss.,Anna Kristine,FALSE,female,21,3rd,S,Norway,343120,7.13,0,0,yes,3rd Class Passenger,"343120
£7 13s",C*,Unmarried,,
Salomon,Mr.,Abraham Lincoln,FALSE,male,43,1st,S,United States,111163,26,0,0,yes,1st Class Passenger,"111163
£26",1,Married,,
Salonen,Mr.,Johan Werner,FALSE,male,29,3rd,S,United States,3101296,7.1806,0,0,no,,,,,,
Salussolia,Mr.,Govanni,TRUE,male,,,,,,,,,,,,,Unmarried,,
Samaan,Mr.,Elias,FALSE,male,17,3rd,C,Lebanon,2662,21.1307,2,0,no,,,,,,
Samaan,Mr.,Hanna Elias,FALSE,male,40,3rd,C,Lebanon,2662,21.1307,2,0,no,,,,,,
Samaan,Mr.,Youssef,FALSE,male,16,3rd,C,Lebanon,2662,21.1307,2,0,no,,,,,,
Samuel,Mr.,Owen Wilmore,FALSE,male,47,victualling crew,S,Wales,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Sanderson,Mr.,Harold Arthur,TRUE,male,,,,,,,,,,,,,Married,,
Sandström,Miss.,Beatrice Irene,FALSE,female,1,3rd,S,Sweden,9549,16.14,1,1,yes,,,13,,,
Sandström,Miss.,Marguerite Rut,FALSE,female,4,3rd,S,Sweden,9549,16.14,1,1,yes,,,13,,,
Sandström,Mrs.,Agnes Charlotta,FALSE,female,24,3rd,S,Sweden,9549,16.14,0,2,yes,,,13,,,
Sangster,Mr.,Charles Edward,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Widowed,,
Sap,Mr.,Julius,FALSE,male,21,3rd,S,Belgium,345768,9.1,0,0,yes,,,,Unmarried,,
Sartori,Sig.,Lazar,FALSE,male,24,restaurant staff,S,England,NA,NA,NA,NA,no,,,,,,
Saundercock,Mr.,William Henry,FALSE,male,19,3rd,S,England,2151,8.01,0,0,no,,,,,,
Saunders,Mr.,F.,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Saunders,Mr.,Walter Ernest,FALSE,male,23,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Saunders,Mr.,D. E.,FALSE,male,26,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Savage,Mr.,Charles James,TRUE,male,,,,,,,,,,,,,Unmarried,,
Sawyer,Mr.,Frederick Charles,FALSE,male,24,3rd,S,England,342826,8.01,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Sawyer,Mr.,Robert James,FALSE,male,31,deck crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Scanlan,Mr.,James,FALSE,male,22,3rd,Q,Ireland,36209,7.1406,0,0,no,,,,Unmarried,,
Scarrott,Mr.,Joseph George,FALSE,male,33,deck crew,S,England,NA,NA,NA,NA,yes,,,14,Married,,
Scavino,Mr.,Candido,TRUE,male,,,,,,,,,,,,,Married,,
Schabert,Mrs.,Emma,FALSE,female,35,1st,C,Germany,13236,57.15,1,0,yes,,,,Married,,
Scheerlinck,Mr.,Jean,FALSE,male,29,3rd,S,Belgium,345779,9.1,0,0,yes,,,,,,
Schmidt,Mr.,Augustus,FALSE,male,22,2nd,S,England,248659,13,0,0,no,,,,,,
Scott,Mr.,Archibald,FALSE,male,41,engineering crew,S,Northern Ireland,NA,NA,NA,NA,no,,,,Married,,
Scott,Mr.,Frederick William,FALSE,male,28,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Scott,Mr.,John,FALSE,male,20,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Scovell,Mr.,Robert,FALSE,male,55,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Sdycoff,Mr.,Todor,FALSE,male,42,3rd,S,NA,349222,7.1711,0,0,no,,,,,,
Sedgwick,Mr.,Charles Frederick Waddington,FALSE,male,28,2nd,S,England,244361,13,0,0,no,,,,Married,,
Sedunary,Mr.,Samuel Francis,FALSE,male,25,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Self,Mr.,Albert Charles Edward,FALSE,male,24,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Engaged,,
Seman,Master.,Betros,FALSE,male,10,3rd,C,Lebanon,2622,4,0,0,no,,,,,Child,
Senior,Mr.,Harry,FALSE,male,31,engineering crew,S,England,NA,NA,NA,NA,yes,,,B,Unmarried,,
Serreplan (Serreplaà),Miss.,Auguste (Augusta Jeanne),FALSE,female,30,1st,S,NA,113798,31,0,0,yes,Servant,,,,,
Sesia,Mr.,Giacomo,TRUE,male,,,,,,,,,,,,,Unmarried,,
Seward,Mr.,Wilfred Deable,FALSE,male,25,victualling crew,S,England,NA,NA,NA,NA,yes,,,3,Unmarried,,
Seward,Mr.,Frederic Kimber,FALSE,male,34,1st,S,United States,113794,26.11,0,0,yes,,,7,Married,,
Shannon,Mr.,Andrew John,FALSE,male,35,3rd,S,Ireland,370160,NA,NA,NA,no,,,,Married,,
Shannon,Mr.,David McKay,TRUE,male,,,,,,,,,,,,,Unmarried,,
Sharp,Mr.,Percival,FALSE,male,29,2nd,S,England,244358,26,0,0,no,,,,Unmarried,,
Shaughnessy,Mr.,Patrick,FALSE,male,27,3rd,Q,Ireland,370374,7.15,0,0,no,,,,Unmarried,,
Shaw,Mr.,Henry,FALSE,male,42,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Shea,Mr.,John Joseph,FALSE,male,40,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Shea,Mr.,Thomas,FALSE,male,32,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Sheath,Mr.,Frederick,FALSE,male,20,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,1,,,
Shedid,Mr.,Daher,FALSE,male,19,3rd,C,NA,2698,7.0406,0,0,no,,,,,,
Shellard,Mr.,Frederick Blainey,TRUE,male,,,,,,,,,,,,,Married,,
Shelley,Mrs.,Imanita Parrish,FALSE,female,25,2nd,S,United States,230433,26,0,1,yes,,,12,Married,,
Shepherd,Mr.,Jonathan,FALSE,male,32,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Shiers,Mr.,Alfred Charles,FALSE,male,25,engineering crew,S,England,NA,NA,NA,NA,yes,,,5,Unmarried,,
Shihāb,Mr.,Al-Amīr Fāris,FALSE,male,26,3rd,C,Lebanon,2631,7.0406,0,0,no,,,,,,
Shillabeer,Mr.,Charles Frederick,FALSE,male,19,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Shine,Miss.,Ellen,FALSE,female,20,3rd,Q,Ireland,330968,7.1607,0,0,yes,,,,Unmarried,,
Shorney,Mr.,Charles Joseph,FALSE,male,22,3rd,S,England,374910,8.01,0,0,no,,,,,,
Shutes,Miss.,Elizabeth Weed,FALSE,female,40,1st,S,United States,17582,153.0903,0,0,yes,Servant,,3,Unmarried,,
Siebert,Mr.,Sidney Conrad,FALSE,male,29,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Silvén,Miss.,Lyyli Karoliina,FALSE,female,17,2nd,S,Finland,250652,13,0,2,yes,,,12,,,
Silverthorne,Mr.,Spencer Victor,FALSE,male,35,1st,S,United States,17475,26.0509,0,0,yes,,,5,Married,,
Silvey,Mr.,William Baird,FALSE,male,51,1st,C,United States,13507,55.18,1,0,no,,,,Married,,
Silvey,Mrs.,Alice Gray,FALSE,female,39,1st,C,United States,13507,55.18,1,0,yes,,,,Married,,
Simmons,Mr.,Andrew George James,FALSE,male,31,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Unmarried,,
Simmons,Mr.,Frederick Charles,FALSE,male,24,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Simmons,Mr.,John,FALSE,male,40,3rd,S,England,392082,8.01,0,0,no,,,,Unmarried,,
Simmons,Mr.,William Simon Catcott,TRUE,male,,,,,,,,,,,,,Married,,
